Date,Barrel_oil_Â£,Diesel(pence/litre),Petrol(pence/litre),Dutyrate,vat
2022-06-27,89.04961800000001,198.93,190.93,52.95,20.0
2022-06-20,87.742586,194.87,186.85,52.95,20.0
2022-06-13,89.609124,190.43,182.53,52.95,20.0
2022-06-06,97.959906,184.94,174.99,52.95,20.0
2022-05-30,95.155435,182.25,170.36,52.95,20.0
2022-05-23,91.181468,181.16,167.59,52.95,20.0
2022-05-16,90.651938,179.67,165.09,52.95,20.0
2022-05-09,90.082497,178.39,163.68,52.95,20.0
2022-05-02,88.946631,177.06,162.48,52.95,20.0
2022-04-25,83.249488,176.33,161.84,52.95,20.0
2022-04-18,79.492116,175.93,161.67,52.95,20.0
2022-04-11,81.88092,176.22,161.78,52.95,20.0
2022-04-04,75.38507200000001,176.0,161.91,52.95,20.0
2022-03-28,75.683448,176.44,162.65,52.95,20.0
2022-03-21,86.40454000000001,177.47,165.37,57.95,20.0
2022-03-14,79.43589,169.48,159.96,57.95,20.0
2022-03-07,83.845177,158.56,152.95,57.95,20.0
2022-02-28,87.44251200000001,153.36,149.22,57.95,20.0
2022-02-21,68.307822,151.95,147.77,57.95,20.0
2022-02-14,66.991092,151.1,146.95,57.95,20.0
2022-02-07,68.63332,150.3,146.33,57.95,20.0
2022-01-31,68.21709,149.68,145.74,57.95,20.0
2022-01-24,64.75903799999999,148.81,144.87,57.95,20.0
2022-01-17,62.799264,148.7,144.8,57.95,20.0
2022-01-10,61.28918399999999,148.65,144.82,57.95,20.0
2022-01-03,58.046730000000004,148.85,145.04,57.95,20.0
2021-12-27,55.572669,148.82,144.92,57.95,20.0
2021-12-20,55.11375100000001,148.89,145.16,57.95,20.0
2021-12-13,53.513472,149.88,146.22,57.95,20.0
2021-12-06,53.989011,150.61,146.89,57.95,20.0
2021-11-29,50.06605600000001,151.31,147.53,57.95,20.0
2021-11-22,51.085240000000006,150.73,146.89,57.95,20.0
2021-11-15,56.55752,149.76,145.87,57.95,20.0
2021-11-08,60.212787,148.84,144.9,57.95,20.0
2021-11-01,60.196689,147.48,143.7,57.95,20.0
2021-10-25,61.02281399999999,145.9,141.81,57.95,20.0
2021-10-18,60.89352,143.19,139.46,57.95,20.0
2021-10-11,59.825787999999996,140.66,137.17,57.95,20.0
2021-10-04,58.282575,139.2,136.1,57.95,20.0
2021-09-27,56.007028,137.95,135.19,57.95,20.0
2021-09-20,54.094176,137.35,134.86,57.95,20.0
2021-09-13,52.358175,137.19,134.75,57.95,20.0
2021-09-06,50.365728000000004,137.19,134.76,57.95,20.0
2021-08-30,49.965019000000005,137.11,134.66,57.95,20.0
2021-08-23,49.953357999999994,137.15,134.68,57.95,20.0
2021-08-16,45.74288,136.77,134.77,57.95,20.0
2021-08-09,49.352084,137.31,134.7,57.95,20.0
2021-08-02,49.209396,136.89,134.21,57.95,20.0
2021-07-26,53.18484,136.2,133.48,57.95,20.0
2021-07-19,52.430924999999995,135.95,133.2,57.95,20.0
2021-07-12,52.148422,135.29,132.47,57.95,20.0
2021-07-05,53.63100800000001,134.13,131.7,57.95,20.0
2021-06-28,54.333164,134.27,130.73,57.95,20.0
2021-06-21,53.353025,133.69,130.1,57.95,20.0
2021-06-14,51.86736,133.17,129.47,57.95,20.0
2021-06-07,50.261008,132.38,128.69,57.95,20.0
2021-05-31,49.17260600000001,131.82,128.15,57.95,20.0
2021-05-24,46.73570399999999,131.52,127.89,57.95,20.0
2021-05-17,44.931986,131.03,127.19,57.95,20.0
2021-05-10,46.36040400000001,130.43,126.53,57.95,20.0
2021-05-03,46.435950000000005,130.0,126.09,57.95,20.0
2021-04-26,46.012845999999996,129.77,125.8,57.95,20.0
2021-04-19,44.778084,129.49,125.48,57.95,20.0
2021-04-12,45.636677,129.39,125.4,57.95,20.0
2021-04-05,43.262076,129.35,125.24,57.95,20.0
2021-03-29,44.41606,129.32,125.13,57.95,20.0
2021-03-22,44.215444,129.02,124.57,57.95,20.0
2021-03-15,44.271536,128.24,123.9,57.95,20.0
2021-03-08,47.10798,127.4,122.94,57.95,20.0
2021-03-01,47.736807000000006,126.62,122.17,57.95,20.0
2021-02-22,44.132400000000004,125.71,121.27,57.95,20.0
2021-02-15,42.261816,125.01,120.53,57.95,20.0
2021-02-08,42.955181,124.09,119.67,57.95,20.0
2021-02-01,41.3868,123.7,119.14,57.95,20.0
2021-01-25,38.09556,122.7,118.1,57.95,20.0
2021-01-18,38.188462,121.52,116.93,57.95,20.0
2021-01-11,38.526488,120.61,116.14,57.95,20.0
2021-01-04,38.506104,119.97,115.39,57.95,20.0
2020-12-28,35.482676,119.65,114.91,57.95,20.0
2020-12-21,35.588916999999995,119.17,114.43,57.95,20.0
2020-12-14,36.304539999999996,118.57,113.82,57.95,20.0
2020-12-07,35.206920000000004,117.99,113.17,57.95,20.0
2020-11-30,34.412814,117.41,112.61,57.95,20.0
2020-11-23,34.188477,117.13,112.42,57.95,20.0
2020-11-16,31.726305,117.07,112.35,57.95,20.0
2020-11-09,30.426566,117.28,112.5,57.95,20.0
2020-11-02,28.222686,118.06,113.11,57.95,20.0
2020-10-26,27.647775,118.08,113.14,57.95,20.0
2020-10-19,30.54901,118.08,113.18,57.95,20.0
2020-10-12,31.645208000000004,118.05,113.19,57.95,20.0
2020-10-05,31.11178,118.11,113.26,57.95,20.0
2020-09-28,28.628535,118.14,113.3,57.95,20.0
2020-09-21,31.568075,118.16,113.31,57.95,20.0
2020-09-14,31.823251,118.18,113.32,57.95,20.0
2020-09-07,29.169662,118.22,113.37,57.95,20.0
2020-08-31,29.938856000000005,118.18,113.29,57.95,20.0
2020-08-24,32.175936,118.14,113.22,57.95,20.0
2020-08-17,32.33929200000001,118.0,113.04,57.95,20.0
2020-08-10,32.099841,118.01,113.02,57.95,20.0
2020-08-03,31.57452,117.97,112.91,57.95,20.0
2020-07-27,30.770307000000003,117.76,112.66,57.95,20.0
2020-07-20,32.276393,117.35,112.23,57.95,20.0
2020-07-13,32.297463,116.75,111.24,57.95,20.0
2020-07-06,32.123709999999996,115.05,109.43,57.95,20.0
2020-06-29,32.556585,114.1,108.31,57.95,20.0
2020-06-22,31.203843,112.98,107.13,57.95,20.0
2020-06-15,32.1657,112.53,106.37,57.95,20.0
2020-06-08,28.910097999999998,111.98,105.74,57.95,20.0
2020-06-01,31.228679999999997,111.76,105.17,57.95,20.0
2020-05-25,28.743351,111.7,104.87,57.95,20.0
2020-05-18,27.31155,112.22,105.09,57.95,20.0
2020-05-11,24.309179999999998,114.83,107.45,57.95,20.0
2020-05-04,19.937965999999996,114.94,107.56,57.95,20.0
2020-04-27,15.818066,115.22,107.88,57.95,20.0
2020-04-20,13.694296000000001,115.73,108.63,57.95,20.0
2020-04-13,14.616,116.15,109.27,57.95,20.0
2020-04-06,18.276280000000003,116.83,110.23,57.95,20.0
2020-03-30,23.114104,118.6,112.45,57.95,20.0
2020-03-23,17.266077,123.41,119.64,57.95,20.0
2020-03-16,19.265127,124.36,120.33,57.95,20.0
2020-03-09,25.840912,126.25,122.24,57.95,20.0
2020-03-02,31.632864,126.62,122.43,57.95,20.0
2020-02-24,34.9128,127.67,123.45,57.95,20.0
2020-02-17,41.15598,128.2,123.8,57.95,20.0
2020-02-10,39.891119999999994,129.7,124.73,57.95,20.0
2020-02-03,39.028192,131.48,125.85,57.95,20.0
2020-01-27,39.0567,132.88,127.33,57.95,20.0
2020-01-20,41.439093,132.74,127.18,57.95,20.0
2020-01-13,44.999698,132.69,127.17,57.95,20.0
2020-01-06,45.206928000000005,131.56,126.09,57.95,20.0
2019-12-30,48.176505,130.54,124.96,57.95,20.0
2019-12-23,47.197284,129.81,124.16,57.95,20.0
2019-12-16,46.47836,129.56,124.33,57.95,20.0
2019-12-09,45.076527999999996,129.79,124.75,57.95,20.0
2019-12-02,45.06304,129.79,124.81,57.95,20.0
2019-11-25,42.657444,130.08,125.32,57.95,20.0
2019-11-18,45.020161,130.35,125.58,57.95,20.0
2019-11-11,44.744544,130.42,125.59,57.95,20.0
2019-11-04,44.818920000000006,130.38,125.56,57.95,20.0
2019-10-28,43.44822,130.6,125.77,57.95,20.0
2019-10-21,44.189134,131.28,126.4,57.95,20.0
2019-10-14,41.459002000000005,131.89,126.91,57.95,20.0
2019-10-07,43.24582,131.82,126.87,57.95,20.0
2019-09-30,42.818348,131.83,126.92,57.95,20.0
2019-09-23,45.493967,131.52,126.78,57.95,20.0
2019-09-16,46.553326000000006,131.35,126.92,57.95,20.0
2019-09-09,43.874515,131.89,127.79,57.95,20.0
2019-09-02,46.018584000000004,132.29,127.86,57.95,20.0
2019-08-26,45.31975,132.51,128.22,57.95,20.0
2019-08-19,44.116048,132.6,128.17,57.95,20.0
2019-08-12,45.15801,132.59,128.36,57.95,20.0
2019-08-05,45.3004,132.61,128.37,57.95,20.0
2019-07-29,45.791481999999995,132.6,128.03,57.95,20.0
2019-07-22,45.38712,132.21,127.81,57.95,20.0
2019-07-15,44.498437,131.86,127.13,57.95,20.0
2019-07-08,47.885013,131.68,126.86,57.95,20.0
2019-07-01,45.921735,131.55,126.49,57.95,20.0
2019-06-24,46.056819,131.81,126.66,57.95,20.0
2019-06-17,45.071064,133.76,127.66,57.95,20.0
2019-06-10,41.703442,135.4,128.89,57.95,20.0
2019-06-03,42.392948000000004,136.39,129.41,57.95,20.0
2019-05-27,42.3399,136.45,129.14,57.95,20.0
2019-05-20,46.118358,135.82,128.51,57.95,20.0
2019-05-13,49.335636,135.36,127.97,57.95,20.0
2019-05-06,47.428872,135.41,127.5,57.95,20.0
2019-04-29,47.018654,134.6,126.36,57.95,20.0
2019-04-22,49.00053,133.99,125.43,57.95,20.0
2019-04-15,49.2352,132.96,124.06,57.95,20.0
2019-04-08,48.831127,132.08,122.75,57.95,20.0
2019-04-01,48.38236,131.48,121.7,57.95,20.0
2019-03-25,46.145421999999996,131.15,120.83,57.95,20.0
2019-03-18,44.69328,130.85,120.48,57.95,20.0
2019-03-11,44.012892,130.59,120.1,57.95,20.0
2019-03-04,43.067367,130.25,119.72,57.95,20.0
2019-02-25,42.25734,129.66,119.22,57.95,20.0
2019-02-18,43.866886,129.23,119.05,57.95,20.0
2019-02-11,43.12672200000001,129.17,118.97,57.95,20.0
2019-02-04,40.715655999999996,129.13,119.13,57.95,20.0
2019-01-28,42.246269999999996,129.1,119.29,57.95,20.0
2019-01-21,40.675544,128.92,119.12,57.95,20.0
2019-01-14,41.78646,129.47,119.53,57.95,20.0
2019-01-07,40.147338000000005,130.33,120.27,57.95,20.0
2018-12-31,37.701356000000004,130.26,120.18,57.95,20.0
2018-12-24,35.67471,130.91,120.61,57.95,20.0
2018-12-17,36.093603,131.26,121.02,57.95,20.0
2018-12-10,40.68352,132.5,122.37,57.95,20.0
2018-12-03,41.330416,134.38,124.3,57.95,20.0
2018-11-26,39.924027,135.43,125.77,57.95,20.0
2018-11-19,39.347768,136.38,127.4,57.95,20.0
2018-11-12,43.976694,137.08,128.94,57.95,20.0
2018-11-05,46.382414,137.03,130.11,57.95,20.0
2018-10-29,48.674626,136.99,130.64,57.95,20.0
2018-10-22,52.666128,136.93,130.98,57.95,20.0
2018-10-15,52.8768,136.63,130.81,57.95,20.0
2018-10-08,54.225534,135.53,130.15,57.95,20.0
2018-10-01,56.64708,134.86,129.98,57.95,20.0
2018-09-24,56.21205,134.77,130.59,57.95,20.0
2018-09-17,54.125466,134.57,130.59,57.95,20.0
2018-09-10,52.798047,134.31,130.24,57.95,20.0
2018-09-03,52.431725,133.67,129.76,57.95,20.0
2018-08-27,53.83674,133.2,129.18,57.95,20.0
2018-08-20,53.46416,132.97,128.79,57.95,20.0
2018-08-13,51.686622,132.56,128.39,57.95,20.0
2018-08-06,52.967816,132.39,128.02,57.95,20.0
2018-07-30,52.655111999999995,131.94,127.54,57.95,20.0
2018-07-23,52.389863,131.9,127.5,57.95,20.0
2018-07-16,53.64824399999999,131.85,127.47,57.95,20.0
2018-07-09,53.655156000000005,131.53,126.97,57.95,20.0
2018-07-02,55.549260000000004,130.83,126.54,57.95,20.0
2018-06-25,56.138965000000006,131.27,127.18,57.95,20.0
2018-06-18,51.681888,131.98,127.92,57.95,20.0
2018-06-11,48.970662000000004,132.62,128.61,57.95,20.0
2018-06-04,49.015744,132.34,128.43,57.95,20.0
2018-05-28,49.298271,131.66,127.58,57.95,20.0
2018-05-21,51.00503199999999,130.04,125.93,57.95,20.0
2018-05-14,52.904016,128.28,124.32,57.95,20.0
2018-05-07,52.19781,126.99,123.27,57.95,20.0
2018-04-30,51.516108,126.01,122.22,57.95,20.0
2018-04-23,49.42017,125.39,121.44,57.95,20.0
2018-04-16,48.823319999999995,124.29,120.56,57.95,20.0
2018-04-09,47.321258,123.58,119.96,57.95,20.0
2018-04-02,44.037776,123.05,119.43,57.95,20.0
2018-03-26,46.328196,122.9,119.23,57.95,20.0
2018-03-19,46.616687999999996,122.84,119.17,57.95,20.0
2018-03-12,44.722716000000005,122.96,119.11,57.95,20.0
2018-03-05,44.799084,122.92,119.29,57.95,20.0
2018-02-26,44.3695,123.09,119.55,57.95,20.0
2018-02-19,45.495445,124.18,120.52,57.95,20.0
2018-02-12,43.922328,125.02,121.58,57.95,20.0
2018-02-05,42.783840000000005,125.36,121.73,57.95,20.0
2018-01-29,46.345145,125.32,121.69,57.95,20.0
2018-01-22,46.674998,125.07,121.5,57.95,20.0
2018-01-15,45.746803,124.58,120.96,57.95,20.0
2018-01-08,46.83612,123.97,120.52,57.95,20.0
2018-01-01,45.275135999999996,123.51,120.19,57.95,20.0
2017-12-25,44.704758,123.43,120.0,57.95,20.0
2017-12-18,43.753100999999994,123.81,119.98,57.95,20.0
2017-12-11,43.01511,123.69,119.91,57.95,20.0
2017-12-04,42.836448,123.21,119.75,57.95,20.0
2017-11-27,43.314792,123.79,120.13,57.95,20.0
2017-11-20,44.20071,123.32,119.67,57.95,20.0
2017-11-13,42.79704,122.69,118.91,57.95,20.0
2017-11-06,43.014594,121.27,117.57,57.95,20.0
2017-10-30,42.553472,120.63,117.06,57.95,20.0
2017-10-23,41.05563,120.65,117.04,57.95,20.0
2017-10-16,39.024553999999995,120.42,117.01,57.95,20.0
2017-10-09,38.726415,120.51,117.16,57.95,20.0
2017-10-02,37.721637,120.37,118.13,57.95,20.0
2017-09-25,38.566488,120.92,118.87,57.95,20.0
2017-09-18,37.544126,120.59,118.85,57.95,20.0
2017-09-11,36.704073,119.94,118.14,57.95,20.0
2017-09-04,35.975596,118.77,116.95,57.95,20.0
2017-08-28,36.517338,118.24,116.4,57.95,20.0
2017-08-21,37.142333,118.05,116.04,57.95,20.0
2017-08-14,37.672866,117.43,115.53,57.95,20.0
2017-08-07,37.51817,116.64,114.78,57.95,20.0
2017-07-31,38.032818,115.99,114.16,57.95,20.0
2017-07-24,37.844223,115.73,113.99,57.95,20.0
2017-07-17,35.220015000000004,115.58,113.89,57.95,20.0
2017-07-10,35.537943999999996,115.29,113.58,57.95,20.0
2017-07-03,34.309211,115.63,113.74,57.95,20.0
2017-06-26,35.344908000000004,116.26,114.43,57.95,20.0
2017-06-19,33.818763,117.18,115.12,57.95,20.0
2017-06-12,35.017998,117.76,115.69,57.95,20.0
2017-06-05,35.958217999999995,117.95,115.82,57.95,20.0
2017-05-29,36.984159999999996,117.88,115.79,57.95,20.0
2017-05-22,38.8938,117.76,115.67,57.95,20.0
2017-05-15,38.608143,117.65,115.6,57.95,20.0
2017-05-08,37.11427200000001,119.34,117.06,57.95,20.0
2017-05-01,35.603266,120.78,118.08,57.95,20.0
2017-04-24,38.092625999999996,120.77,118.15,57.95,20.0
2017-04-17,38.723448,120.36,117.54,57.95,20.0
2017-04-10,42.458912,119.98,117.02,57.95,20.0
2017-04-03,42.220368,119.92,116.93,57.95,20.0
2017-03-27,40.3029,121.08,118.03,57.95,20.0
2017-03-20,38.462346,121.84,118.95,57.95,20.0
2017-03-13,39.355703999999996,122.77,119.8,57.95,20.0
2017-03-06,39.839384,122.9,120.02,57.95,20.0
2017-02-27,43.378622,123.06,120.12,57.95,20.0
2017-02-20,43.305379,123.15,120.2,57.95,20.0
2017-02-13,43.0137,123.17,120.15,57.95,20.0
2017-02-06,43.11493,123.25,120.18,57.95,20.0
2017-01-30,43.107063999999994,123.19,120.01,57.95,20.0
2017-01-23,42.349905,122.75,119.43,57.95,20.0
2017-01-16,42.360602,122.1,118.63,57.95,20.0
2017-01-09,43.006244,121.3,117.98,57.95,20.0
2017-01-02,43.937062,120.03,117.0,57.95,20.0
2016-12-26,43.54006,119.03,115.45,57.95,20.0
2016-12-19,43.13177,118.61,115.0,57.95,20.0
2016-12-12,41.53038,117.51,114.23,57.95,20.0
2016-12-05,40.9528,116.75,113.66,57.95,20.0
2016-11-28,40.599807999999996,116.57,113.72,57.95,20.0
2016-11-21,36.91709,117.42,114.71,57.95,20.0
2016-11-14,37.008900000000004,118.82,116.5,57.95,20.0
2016-11-07,34.445834999999995,119.03,116.56,57.95,20.0
2016-10-31,35.203116,118.42,116.02,57.95,20.0
2016-10-24,39.96322,117.7,115.2,57.95,20.0
2016-10-17,41.559705,116.0,113.72,57.95,20.0
2016-10-10,41.31721,114.4,112.35,57.95,20.0
2016-10-03,40.062183000000005,113.71,111.65,57.95,20.0
2016-09-26,37.173744,113.38,111.36,57.95,20.0
2016-09-19,34.285184,113.23,111.29,57.95,20.0
2016-09-12,33.098676,113.42,111.31,57.95,20.0
2016-09-05,34.584344,113.1,110.97,57.95,20.0
2016-08-29,33.432212,112.55,110.43,57.95,20.0
2016-08-22,36.263568,111.71,109.63,57.95,20.0
2016-08-15,37.108096,111.02,109.28,57.95,20.0
2016-08-08,34.426362000000005,111.4,109.75,57.95,20.0
2016-08-01,31.976999999999997,112.43,111.05,57.95,20.0
2016-07-25,31.4496,112.89,111.69,57.95,20.0
2016-07-18,33.708132,113.0,111.92,57.95,20.0
2016-07-11,34.8301,113.09,111.89,57.95,20.0
2016-07-04,35.051978999999996,112.86,111.65,57.95,20.0
2016-06-27,36.93846,112.56,111.44,57.95,20.0
2016-06-20,34.82484,112.31,111.22,57.95,20.0
2016-06-13,33.41807,111.99,111.03,57.95,20.0
2016-06-06,34.417698,111.43,110.4,57.95,20.0
2016-05-30,33.484593999999994,110.7,109.79,57.95,20.0
2016-05-23,33.726921,109.9,109.12,57.95,20.0
2016-05-16,32.928399999999996,109.3,108.53,57.95,20.0
2016-05-09,32.176023,109.0,108.19,57.95,20.0
2016-05-02,30.949379999999994,108.58,107.82,57.95,20.0
2016-04-25,31.423056000000003,107.67,107.14,57.95,20.0
2016-04-18,30.366111999999998,106.97,106.41,57.95,20.0
2016-04-11,28.43362,105.98,105.39,57.95,20.0
2016-04-04,28.117787999999997,105.32,104.51,57.95,20.0
2016-03-28,25.859690999999998,104.4,103.4,57.95,20.0
2016-03-21,27.89822,103.64,102.58,57.95,20.0
