Date,Barrel_oil_Â£,Diesel(pence/litre),Petrol(pence/litre),Dutyrate,vat
2009-12-28,49.076223999999996,109.17,107.44,56.19,15.0
2009-12-21,48.890519999999995,109.13,107.47,56.19,15.0
2009-12-14,45.424512,109.57,108.5,56.19,15.0
2009-12-07,42.991011,109.87,108.64,56.19,15.0
2009-11-30,45.878213,109.99,108.79,56.19,15.0
2009-11-23,46.17755999999999,109.87,108.73,56.19,15.0
2009-11-16,46.476976,109.65,108.48,56.19,15.0
2009-11-09,45.74128499999999,109.35,108.1,56.19,15.0
2009-11-02,46.581888000000006,108.51,107.43,56.19,15.0
2009-10-26,46.831399999999995,107.78,106.76,56.19,15.0
2009-10-19,49.3626,106.28,105.08,56.19,15.0
2009-10-12,48.013242000000005,105.69,104.71,56.19,15.0
2009-10-05,45.322754999999994,105.85,104.87,56.19,15.0
2009-09-28,43.879635,106.39,105.44,56.19,15.0
2009-09-21,41.381336,106.79,105.96,56.19,15.0
2009-09-14,44.27578400000001,107.09,106.43,56.19,15.0
2009-09-07,41.580929000000005,107.3,106.85,56.19,15.0
2009-08-31,41.4922,105.5,105.11,54.19,15.0
2009-08-24,44.713277999999995,105.11,104.7,54.19,15.0
2009-08-17,44.762562,104.45,103.96,54.19,15.0
2009-08-10,40.816546,103.79,103.01,54.19,15.0
2009-08-03,42.51544200000001,103.2,102.36,54.19,15.0
2009-07-27,41.538045,102.91,102.17,54.19,15.0
2009-07-20,41.41523,102.99,102.22,54.19,15.0
2009-07-13,38.917788,104.04,102.78,54.19,15.0
2009-07-06,36.970096999999996,105.11,103.57,54.19,15.0
2009-06-29,40.83876,105.05,103.3,54.19,15.0
2009-06-22,41.85563199999999,104.92,102.81,54.19,15.0
2009-06-15,42.13339,104.5,101.98,54.19,15.0
2009-06-08,43.807524,103.78,100.59,54.19,15.0
2009-06-01,42.829752,103.55,99.39,54.19,15.0
2009-05-25,40.972949,103.55,98.9,54.19,15.0
2009-05-18,38.697925,103.37,97.54,54.19,15.0
2009-05-11,37.15623,103.1,96.59,54.19,15.0
2009-05-04,38.455417000000004,102.8,95.6,54.19,15.0
2009-04-27,35.659960000000005,102.83,95.13,54.19,15.0
2009-04-20,35.121015,102.71,94.62,54.19,15.0
2009-04-13,34.02308,102.44,94.11,54.19,15.0
2009-04-06,35.606784,102.14,93.72,54.19,15.0
2009-03-30,35.402242,99.98,91.35,52.35,15.0
2009-03-23,36.566478000000004,99.52,90.16,52.35,15.0
2009-03-16,35.292672,100.0,90.16,52.35,15.0
2009-03-09,33.045625,100.03,90.15,52.35,15.0
2009-03-02,32.323752,100.64,90.28,52.35,15.0
2009-02-23,31.278287999999996,100.81,90.33,52.35,15.0
2009-02-16,26.954268,100.86,90.12,52.35,15.0
2009-02-09,26.076952,100.31,89.28,52.35,15.0
2009-02-02,27.130818,99.82,88.16,52.35,15.0
2009-01-26,28.713351999999997,99.39,87.42,52.35,15.0
2009-01-19,33.658221000000005,98.45,86.19,52.35,15.0
2009-01-12,24.757431,98.32,86.02,52.35,15.0
2009-01-05,26.886554999999998,97.57,85.42,52.35,15.0
2008-12-29,31.90509,99.17,87.34,52.35,15.0
2008-12-22,25.740846,99.94,88.01,52.35,15.0
2008-12-15,22.689513,101.24,89.07,52.35,15.0
2008-12-08,30.961320000000004,104.87,90.16,52.35,15.0
2008-12-01,27.665098999999998,106.56,91.47,52.35,15.0
2008-11-24,35.374057,107.78,92.79,50.35,17.5
2008-11-17,33.518009,108.73,94.83,50.35,17.5
2008-11-10,38.656008,109.13,95.89,50.35,17.5
2008-11-03,38.937416,109.87,97.4,50.35,17.5
2008-10-27,42.198163,111.01,98.62,50.35,17.5
2008-10-20,40.279785000000004,114.31,102.66,50.35,17.5
2008-10-13,41.565225,118.42,107.04,50.35,17.5
2008-10-06,45.58659,121.14,109.45,50.35,17.5
2008-09-29,52.995259999999995,121.65,109.85,50.35,17.5
2008-09-22,57.945069000000004,122.61,110.81,50.35,17.5
2008-09-15,57.084300000000006,124.14,112.51,50.35,17.5
2008-09-08,56.37749600000001,124.2,112.55,50.35,17.5
2008-09-01,60.168672,123.89,112.2,50.35,17.5
2008-08-25,63.399086,123.74,112.02,50.35,17.5
2008-08-18,61.878600000000006,124.1,112.22,50.35,17.5
2008-08-11,60.969343,126.2,113.92,50.35,17.5
2008-08-04,59.99616,128.19,115.06,50.35,17.5
2008-07-28,63.325619999999994,130.71,116.91,50.35,17.5
2008-07-21,61.913498,132.89,119.4,50.35,17.5
2008-07-14,64.491552,132.87,119.44,50.35,17.5
2008-07-07,72.888192,132.55,119.28,50.35,17.5
2008-06-30,73.269747,132.03,118.84,50.35,17.5
2008-06-23,70.301294,131.45,118.44,50.35,17.5
2008-06-16,68.158106,130.66,117.69,50.35,17.5
2008-06-09,69.27758200000001,129.68,116.86,50.35,17.5
2008-06-02,70.32290400000001,128.82,116.03,50.35,17.5
2008-05-26,64.23534,127.21,114.79,50.35,17.5
2008-05-19,66.76916899999999,124.5,112.96,50.35,17.5
2008-05-12,64.546819,121.49,111.04,50.35,17.5
2008-05-05,64.453732,120.37,110.3,50.35,17.5
2008-04-28,59.02076799999999,119.1,109.5,50.35,17.5
2008-04-21,59.722228,118.06,108.57,50.35,17.5
2008-04-14,58.415014000000006,116.51,107.61,50.35,17.5
2008-04-07,55.885036,115.47,107.24,50.35,17.5
2008-03-31,53.31683700000001,114.79,107.1,50.35,17.5
2008-03-24,52.957868,114.4,106.9,50.35,17.5
2008-03-17,51.368095999999994,113.08,106.41,50.35,17.5
2008-03-10,54.598034,112.23,105.96,50.35,17.5
2008-03-03,52.19646,110.9,105.24,50.35,17.5
2008-02-25,51.256071999999996,110.21,104.65,50.35,17.5
2008-02-18,50.225122999999996,108.99,103.7,50.35,17.5
2008-02-11,48.705,108.86,103.67,50.35,17.5
2008-02-04,47.169779999999996,108.99,104.03,50.35,17.5
2008-01-28,45.271744,109.11,104.22,50.35,17.5
2008-01-21,45.76319499999999,109.09,104.22,50.35,17.5
2008-01-14,46.344669,108.77,103.82,50.35,17.5
2008-01-07,47.36459,108.29,103.37,50.35,17.5
2007-12-31,49.659952,107.61,102.66,50.35,17.5
2007-12-24,48.1728,107.5,102.53,50.35,17.5
2007-12-17,47.046902,107.56,102.6,50.35,17.5
2007-12-10,45.279047,107.47,102.67,50.35,17.5
2007-12-03,43.460244,107.19,102.58,50.35,17.5
2007-11-26,43.139672999999995,106.25,102.13,50.35,17.5
2007-11-19,47.646754,105.28,101.47,50.35,17.5
2007-11-12,46.323209999999996,104.17,100.74,50.35,17.5
2007-11-05,46.069855999999994,102.16,99.36,50.35,17.5
2007-10-29,45.892912,100.69,98.26,50.35,17.5
2007-10-22,44.763378,99.89,97.81,50.35,17.5
2007-10-15,43.17478,99.18,97.19,50.35,17.5
2007-10-08,41.083421,99.1,97.14,50.35,17.5
2007-10-01,39.75719,98.51,96.39,50.35,17.5
2007-09-24,39.89091,96.9,94.91,48.35,17.5
2007-09-17,40.401900000000005,96.45,94.65,48.35,17.5
2007-09-10,39.38389,96.34,94.63,48.35,17.5
2007-09-03,37.790090000000006,96.37,94.8,48.35,17.5
2007-08-27,36.731244000000004,96.37,95.0,48.35,17.5
2007-08-20,35.289076,96.59,95.31,48.35,17.5
2007-08-13,36.33550400000001,96.7,96.0,48.35,17.5
2007-08-06,35.313327,96.72,96.15,48.35,17.5
2007-07-30,37.007844000000006,96.77,96.2,48.35,17.5
2007-07-23,38.04788,96.83,96.23,48.35,17.5
2007-07-16,36.764804999999996,96.79,96.21,48.35,17.5
2007-07-09,36.336595,96.78,96.2,48.35,17.5
2007-07-02,36.222975,96.89,96.36,48.35,17.5
2007-06-25,35.16330000000001,97.12,96.54,48.35,17.5
2007-06-18,34.583828,97.11,96.56,48.35,17.5
2007-06-11,34.408,97.2,96.61,48.35,17.5
2007-06-04,32.8657,97.19,96.51,48.35,17.5
2007-05-28,32.839368,96.99,96.16,48.35,17.5
2007-05-21,32.86732,96.69,95.71,48.35,17.5
2007-05-14,32.885616,96.47,95.07,48.35,17.5
2007-05-07,31.490613,96.12,94.43,48.35,17.5
2007-04-30,31.08886,95.71,93.45,48.35,17.5
2007-04-23,33.26322999999999,95.39,92.93,48.35,17.5
2007-04-16,31.651972,94.86,91.99,48.35,17.5
2007-04-02,32.712092,93.9,90.47,48.35,17.5
2007-03-26,33.468547,92.91,89.32,48.35,17.5
2007-03-19,31.750344000000002,92.61,88.93,48.35,17.5
2007-03-12,29.400228000000002,92.17,88.48,48.35,17.5
2007-03-05,31.093890000000002,91.59,87.74,48.35,17.5
2007-02-26,31.713779999999996,91.02,87.07,48.35,17.5
2007-02-19,31.138602,90.55,86.6,48.35,17.5
2007-02-12,30.449253000000002,90.11,86.12,48.35,17.5
2007-02-05,30.711592000000003,89.63,85.62,48.35,17.5
2007-01-29,29.999866,89.7,85.66,48.35,17.5
2007-01-22,28.275284,90.45,86.28,48.35,17.5
2007-01-15,26.338134000000004,91.55,87.1,48.35,17.5
2007-01-08,27.056694000000004,93.11,87.66,48.35,17.5
2007-01-01,29.174211000000003,93.4,87.85,48.35,17.5
2006-12-25,31.172130000000003,93.41,87.9,48.35,17.5
2006-12-18,31.847822999999998,93.26,87.7,48.35,17.5
2006-12-11,32.488846,92.96,87.44,48.35,17.5
2006-12-04,31.753157,91.5,85.46,47.1,17.5
2006-11-27,32.038493,91.17,85.47,47.1,17.5
2006-11-20,30.662623999999997,91.17,85.45,47.1,17.5
2006-11-13,29.439775,91.15,85.49,47.1,17.5
2006-11-06,31.177488,91.12,85.54,47.1,17.5
2006-10-30,31.113554,91.17,85.6,47.1,17.5
2006-10-23,31.984875,91.22,85.74,47.1,17.5
2006-10-16,30.165738,91.59,85.91,47.1,17.5
2006-10-09,31.551658999999997,91.74,86.6,47.1,17.5
2006-10-02,31.947695999999997,92.13,86.95,47.1,17.5
2006-09-25,33.606522,93.51,88.2,47.1,17.5
2006-09-18,31.873519999999996,94.95,89.78,47.1,17.5
2006-09-11,33.69156,95.34,91.48,47.1,17.5
2006-09-04,35.549749999999996,95.92,92.88,47.1,17.5
2006-08-28,36.290155,96.67,94.4,47.1,17.5
2006-08-21,38.437551000000006,97.93,95.74,47.1,17.5
2006-08-14,37.782454,99.45,97.82,47.1,17.5
2006-08-07,39.338584999999995,99.57,98.05,47.1,17.5
2006-07-31,39.189192000000006,99.41,97.83,47.1,17.5
2006-07-24,39.278611999999995,99.41,97.78,47.1,17.5
2006-07-17,40.028453999999996,98.74,96.88,47.1,17.5
2006-07-10,41.896617000000006,97.99,95.69,47.1,17.5
2006-07-03,40.038236,97.6,95.27,47.1,17.5
2006-06-26,40.010916,97.36,94.97,47.1,17.5
2006-06-19,38.978500000000004,97.77,95.44,47.1,17.5
2006-06-12,37.763152,97.75,95.49,47.1,17.5
2006-06-05,38.902253,97.55,95.24,47.1,17.5
2006-05-29,38.428929,97.69,95.36,47.1,17.5
2006-05-22,38.382785999999996,98.5,96.1,47.1,17.5
2006-05-15,36.499078,98.74,96.39,47.1,17.5
2006-05-08,38.0011,98.9,96.46,47.1,17.5
2006-05-01,37.74818199999999,98.9,96.13,47.1,17.5
2006-04-24,39.354299999999995,98.5,95.35,47.1,17.5
2006-04-10,39.588651999999996,96.4,92.77,47.1,17.5
2006-04-03,38.654904,95.64,91.78,47.1,17.5
2006-03-27,38.332239,94.95,91.16,47.1,17.5
2006-03-20,36.865962,94.42,90.19,47.1,17.5
2006-03-13,35.734961000000006,93.85,89.55,47.1,17.5
2006-03-06,34.722836,93.63,89.37,47.1,17.5
2006-02-27,36.285533,93.69,89.51,47.1,17.5
2006-02-20,36.053721,93.75,89.6,47.1,17.5
2006-02-13,34.383096,93.77,89.65,47.1,17.5
2006-02-06,35.459056000000004,93.85,89.73,47.1,17.5
2006-01-30,37.090938,93.93,89.88,47.1,17.5
2006-01-23,38.325056000000004,93.62,89.55,47.1,17.5
2006-01-16,38.597244999999994,93.19,89.01,47.1,17.5
2006-01-09,35.999744,92.94,88.56,47.1,17.5
2006-01-02,36.272228999999996,92.27,88.03,47.1,17.5
2005-12-26,35.458135999999996,92.12,87.88,47.1,17.5
2005-12-19,33.684895,91.83,87.56,47.1,17.5
2005-12-12,32.763258,91.48,87.2,47.1,17.5
2005-12-05,33.834483,91.8,87.35,47.1,17.5
2005-11-28,34.221708,91.8,87.35,47.1,17.5
2005-11-21,34.245543000000005,93.22,88.61,47.1,17.5
2005-11-14,32.695936,94.92,90.53,47.1,17.5
2005-11-07,33.027973,96.59,92.47,47.1,17.5
2005-10-31,34.609354,96.57,92.79,47.1,17.5
2005-10-24,34.534202,96.8,93.47,47.1,17.5
2005-10-17,34.280202,97.0,94.14,47.1,17.5
2005-10-10,35.411002,97.05,94.25,47.1,17.5
2005-10-03,35.112752,96.61,93.51,47.1,17.5
2005-09-26,37.551455999999995,96.27,93.33,47.1,17.5
2005-09-19,36.087618,97.32,94.41,47.1,17.5
2005-09-12,34.8264,97.89,95.07,47.1,17.5
2005-09-05,34.833887999999995,97.19,94.37,47.1,17.5
2005-08-29,36.683753,95.33,91.42,47.1,17.5
2005-08-22,36.741828,94.68,90.77,47.1,17.5
2005-08-15,36.406484999999996,94.5,90.56,47.1,17.5
2005-08-08,36.866604,93.63,89.67,47.1,17.5
2005-08-01,35.055606,93.26,89.25,47.1,17.5
2005-07-25,34.476444,93.03,89.0,47.1,17.5
2005-07-18,33.70029,92.67,88.55,47.1,17.5
2005-07-11,33.157772,91.89,87.73,47.1,17.5
2005-07-04,34.299176,91.0,87.49,47.1,17.5
2005-06-27,33.246624999999995,90.27,86.73,47.1,17.5
2005-06-20,32.798304,89.54,85.52,47.1,17.5
2005-06-13,31.930467,88.96,84.99,47.1,17.5
2005-06-06,29.414876,88.23,84.01,47.1,17.5
2005-05-30,30.321530000000003,88.39,84.18,47.1,17.5
2005-05-23,28.408615000000005,89.0,84.77,47.1,17.5
2005-05-16,25.61364,89.4,85.27,47.1,17.5
2005-05-09,26.325603000000005,89.46,85.36,47.1,17.5
2005-05-02,26.845728,89.3,85.44,47.1,17.5
2005-04-25,26.05328,89.62,85.51,47.1,17.5
2005-04-18,28.91358,89.8,85.63,47.1,17.5
2005-04-11,26.673867,89.82,85.61,47.1,17.5
2005-04-04,28.275596,88.3,83.91,47.1,17.5
2005-03-28,30.444732,87.68,83.4,47.1,17.5
2005-03-21,29.328432000000006,87.06,82.7,47.1,17.5
2005-03-14,29.522759999999998,86.11,81.64,47.1,17.5
2005-03-07,28.270941999999998,85.64,81.16,47.1,17.5
2005-02-28,27.960222,84.65,80.45,47.1,17.5
2005-02-21,26.836588000000003,84.36,80.15,47.1,17.5
2005-02-14,25.519130000000004,84.32,80.03,47.1,17.5
2005-02-07,25.254179999999998,84.27,79.84,47.1,17.5
2005-01-31,24.783136,84.23,79.54,47.1,17.5
2005-01-24,24.986527999999996,83.87,78.93,47.1,17.5
2005-01-17,25.837372,83.94,78.93,47.1,17.5
2005-01-10,25.863948,84.87,79.84,47.1,17.5
2005-01-03,24.295964,85.12,81.17,47.1,17.5
2004-12-27,22.646140000000003,85.14,81.2,47.1,17.5
2004-12-20,22.964764000000002,85.17,81.46,47.1,17.5
2004-12-13,23.834200000000003,85.98,82.73,47.1,17.5
2004-12-06,21.258762,86.4,84.06,47.1,17.5
2004-11-29,21.886829999999996,86.36,84.17,47.1,17.5
2004-11-22,26.099376,85.17,81.46,47.1,17.5
2004-11-15,26.080095999999998,86.42,84.26,47.1,17.5
2004-11-08,25.486552,86.54,84.34,47.1,17.5
2004-11-01,26.739790000000003,86.42,84.27,47.1,17.5
2004-10-25,28.15744,86.03,83.94,47.1,17.5
2004-10-18,30.166956,85.34,83.35,47.1,17.5
2004-10-11,30.447699,85.01,83.11,47.1,17.5
2004-10-04,29.709663000000003,83.84,82.05,47.1,17.5
2004-09-27,27.851684,83.46,81.63,47.1,17.5
2004-09-20,27.084408000000003,83.03,81.28,47.1,17.5
2004-09-13,25.430102,82.91,81.31,47.1,17.5
2004-09-06,23.810922,82.92,81.37,47.1,17.5
2004-08-23,24.107394,82.82,81.51,47.1,17.5
2004-08-16,26.29907,82.33,81.25,47.1,17.5
2004-08-09,25.19978,82.14,81.18,47.1,17.5
2004-08-02,23.886825,81.79,80.86,47.1,17.5
2004-07-26,24.06372,81.7,80.87,47.1,17.5
2004-07-19,22.756975999999998,81.68,80.84,47.1,17.5
2004-07-12,22.031625000000002,81.05,80.34,47.1,17.5
2004-07-05,21.486492,80.51,79.87,47.1,17.5
2004-06-28,20.964779,81.04,80.41,47.1,17.5
2004-06-21,20.554869999999998,82.09,81.04,47.1,17.5
2004-06-14,21.083875000000003,82.6,81.54,47.1,17.5
2004-06-07,21.159035000000003,83.65,82.44,47.1,17.5
2004-05-31,20.927013,83.61,82.35,47.1,17.5
2004-05-24,21.762516,83.48,82.13,47.1,17.5
2004-05-17,22.324863,82.83,81.49,47.1,17.5
2004-05-10,23.532806,81.68,80.3,47.1,17.5
2004-04-26,21.007560000000005,79.75,78.4,47.1,17.5
2004-04-19,20.588962,79.43,78.04,47.1,17.5
2004-04-12,21.00231,79.27,77.88,47.1,17.5
2004-04-05,20.285868,79.23,77.86,47.1,17.5
2004-03-29,18.776940000000003,79.01,77.59,47.1,17.5
2004-03-22,19.676510999999998,78.92,77.44,47.1,17.5
2004-03-15,20.780255999999998,78.8,77.39,47.1,17.5
2004-03-08,20.067355,78.25,76.73,47.1,17.5
2004-03-01,20.180016,77.87,76.32,47.1,17.5
2004-02-23,19.356447999999997,77.93,76.38,47.1,17.5
2004-02-16,19.13856,78.0,76.44,47.1,17.5
2004-02-09,18.327168,77.98,76.5,47.1,17.5
2004-02-02,17.581424,78.13,76.48,47.1,17.5
2004-01-26,18.118009999999998,78.08,76.44,47.1,17.5
2004-01-19,19.129649999999998,78.06,76.36,47.1,17.5
2004-01-12,19.481385,77.54,75.9,47.1,17.5
2004-01-05,18.554848,77.54,75.88,47.1,17.5
2003-12-29,18.133152000000003,77.6,75.94,47.1,17.5
2003-12-22,18.54947,77.61,75.92,47.1,17.5
2003-12-15,18.68932,77.62,75.96,47.1,17.5
2003-12-08,18.915399999999998,77.63,75.97,47.1,17.5
2003-12-01,17.777305000000002,77.66,76.0,47.1,17.5
2003-11-24,17.653005,77.67,76.02,47.1,17.5
2003-11-17,18.561392,77.52,75.93,47.1,17.5
2003-11-10,19.182461999999997,77.47,75.94,47.1,17.5
2003-11-03,18.42362,77.52,76.0,47.1,17.5
2003-10-27,17.171989,77.51,76.0,47.1,17.5
2003-10-20,17.788368,77.54,76.05,47.1,17.5
2003-10-13,18.276076,77.43,75.9,47.1,17.5
2003-10-06,19.204379,77.66,76.43,47.1,17.5
2003-09-29,18.2704,77.53,76.08,45.82,17.5
2003-09-22,16.974848,77.55,76.15,45.82,17.5
2003-09-15,16.520736,77.63,76.2,45.82,17.5
2003-09-08,17.637653,77.67,76.23,45.82,17.5
2003-09-01,18.182848,77.59,76.13,45.82,17.5
2003-08-18,20.2184,77.44,75.81,45.82,17.5
2003-08-11,19.44351,77.08,75.44,45.82,17.5
2003-08-04,20.061011999999998,76.81,75.12,45.82,17.5
2003-07-28,20.058048000000003,76.86,75.1,45.82,17.5
2003-07-21,18.626958,76.9,75.07,45.82,17.5
2003-07-14,20.083664,76.41,74.21,45.82,17.5
2003-07-07,19.180896,76.46,74.28,45.82,17.5
2003-06-30,18.242874,76.51,74.35,45.82,17.5
2003-06-23,17.746401,76.62,74.42,45.82,17.5
2003-06-16,18.519738,76.69,74.47,45.82,17.5
2003-06-09,18.319505,76.77,74.59,45.82,17.5
