"Date","Price","Open","High","Low","Change %"
"Feb 18, 2007","0.5093","0.5116","0.5147","0.5088","-0.66%"
"Feb 11, 2007","0.5127","0.5132","0.5154","0.5081","-0.02%"
"Feb 04, 2007","0.5128","0.5083","0.5140","0.5066","0.89%"
"Jan 28, 2007","0.5083","0.5102","0.5133","0.5063","-0.37%"
"Jan 21, 2007","0.5102","0.5065","0.5113","0.5020","0.71%"
"Jan 14, 2007","0.5066","0.5102","0.5110","0.5055","-0.78%"
"Jan 07, 2007","0.5106","0.5180","0.5192","0.5099","-1.45%"
"Dec 31, 2006","0.5181","0.5104","0.5192","0.5062","1.47%"
"Dec 24, 2006","0.5106","0.5102","0.5125","0.5081","0.06%"
"Dec 17, 2006","0.5103","0.5120","0.5145","0.5063","-0.37%"
"Dec 10, 2006","0.5122","0.5123","0.5136","0.5067","0.06%"
"Dec 03, 2006","0.5119","0.5059","0.5125","0.5039","1.35%"
"Nov 26, 2006","0.5051","0.5136","0.5180","0.5038","-2.41%"
"Nov 19, 2006","0.5176","0.5276","0.5283","0.5167","-1.88%"
"Nov 12, 2006","0.5275","0.5234","0.5310","0.5220","0.82%"
"Nov 05, 2006","0.5232","0.5256","0.5277","0.5212","-0.55%"
"Oct 29, 2006","0.5261","0.5274","0.5275","0.5225","-0.08%"
"Oct 22, 2006","0.5265","0.5310","0.5354","0.5262","-0.83%"
"Oct 15, 2006","0.5309","0.5388","0.5398","0.5301","-1.45%"
"Oct 08, 2006","0.5387","0.5349","0.5401","0.5342","0.77%"
"Oct 01, 2006","0.5346","0.5333","0.5355","0.5290","0.07%"
"Sep 24, 2006","0.5342","0.5261","0.5367","0.5242","1.48%"
"Sep 17, 2006","0.5264","0.5325","0.5338","0.5245","-1.05%"
"Sep 10, 2006","0.5320","0.5360","0.5375","0.5285","-0.86%"
"Sep 03, 2006","0.5366","0.5246","0.5368","0.5240","2.31%"
"Aug 27, 2006","0.5245","0.5297","0.5302","0.5237","-1.06%"
"Aug 20, 2006","0.5301","0.5315","0.5315","0.5263","-0.19%"
"Aug 13, 2006","0.5311","0.5290","0.5326","0.5256","0.38%"
"Aug 06, 2006","0.5291","0.5243","0.5301","0.5222","0.93%"
"Jul 30, 2006","0.5242","0.5368","0.5372","0.5227","-2.26%"
"Jul 23, 2006","0.5363","0.5378","0.5440","0.5353","-0.28%"
"Jul 16, 2006","0.5378","0.5442","0.5502","0.5375","-1.12%"
"Jul 09, 2006","0.5439","0.5405","0.5462","0.5398","0.65%"
"Jul 02, 2006","0.5404","0.5412","0.5457","0.5393","-0.15%"
"Jun 25, 2006","0.5412","0.5498","0.5528","0.5405","-1.60%"
"Jun 18, 2006","0.5500","0.5399","0.5516","0.5395","1.78%"
"Jun 11, 2006","0.5404","0.5437","0.5460","0.5387","-0.50%"
"Jun 04, 2006","0.5431","0.5308","0.5445","0.5296","2.22%"
"May 28, 2006","0.5313","0.5382","0.5387","0.5299","-1.21%"
"May 21, 2006","0.5378","0.5326","0.5396","0.5294","0.98%"
"May 14, 2006","0.5326","0.5272","0.5347","0.5255","0.97%"
"May 07, 2006","0.5275","0.5369","0.5401","0.5262","-1.92%"
"Apr 30, 2006","0.5378","0.5482","0.5493","0.5369","-1.77%"
"Apr 23, 2006","0.5475","0.5594","0.5621","0.5473","-2.46%"
"Apr 16, 2006","0.5613","0.5703","0.5705","0.5574","-1.72%"
"Apr 09, 2006","0.5711","0.5738","0.5756","0.5689","-0.44%"
"Apr 02, 2006","0.5736","0.5756","0.5796","0.5675","-0.30%"
"Mar 26, 2006","0.5753","0.5737","0.5775","0.5701","0.28%"
"Mar 19, 2006","0.5737","0.5693","0.5777","0.5685","0.77%"
"Mar 12, 2006","0.5693","0.5792","0.5803","0.5682","-1.69%"
"Mar 05, 2006","0.5791","0.5692","0.5804","0.5673","1.61%"
"Feb 26, 2006","0.5699","0.5733","0.5755","0.5683","-0.56%"
"Feb 19, 2006","0.5731","0.5742","0.5756","0.5695","-0.19%"
"Feb 12, 2006","0.5742","0.5733","0.5788","0.5717","0.14%"
"Feb 05, 2006","0.5734","0.5672","0.5756","0.5667","1.06%"
"Jan 29, 2006","0.5674","0.5653","0.5685","0.5598","0.32%"
"Jan 22, 2006","0.5656","0.5647","0.5661","0.5574","0.16%"
"Jan 15, 2006","0.5647","0.5625","0.5706","0.5618","0.27%"
"Jan 08, 2006","0.5632","0.5652","0.5707","0.5623","-0.30%"
"Jan 01, 2006","0.5649","0.5809","0.5817","0.5642","-2.75%"
"Dec 25, 2005","0.5809","0.5767","0.5840","0.5743","0.76%"
"Dec 18, 2005","0.5765","0.5650","0.5780","0.5638","2.16%"
"Dec 11, 2005","0.5643","0.5712","0.5716","0.5612","-0.95%"
"Dec 04, 2005","0.5697","0.5773","0.5789","0.5691","-1.25%"
"Nov 27, 2005","0.5769","0.5837","0.5866","0.5753","-1.10%"
"Nov 20, 2005","0.5833","0.5822","0.5860","0.5783","0.15%"
"Nov 13, 2005","0.5824","0.5739","0.5848","0.5713","1.45%"
"Nov 06, 2005","0.5741","0.5718","0.5773","0.5705","0.49%"
"Oct 30, 2005","0.5713","0.5634","0.5728","0.5608","1.28%"
"Oct 23, 2005","0.5641","0.5660","0.5673","0.5583","-0.23%"
"Oct 16, 2005","0.5654","0.5654","0.5740","0.5617","0.00%"
"Oct 09, 2005","0.5654","0.5681","0.5751","0.5647","-0.42%"
"Oct 02, 2005","0.5678","0.5675","0.5711","0.5613","0.16%"
"Sep 25, 2005","0.5669","0.5640","0.5693","0.5618","0.84%"
"Sep 18, 2005","0.5622","0.5544","0.5634","0.5509","1.70%"
"Sep 11, 2005","0.5528","0.5431","0.5551","0.5426","1.69%"
"Sep 04, 2005","0.5436","0.5435","0.5458","0.5405","0.13%"
"Aug 28, 2005","0.5429","0.5549","0.5612","0.5419","-2.29%"
"Aug 21, 2005","0.5556","0.5567","0.5585","0.5524","-0.27%"
"Aug 14, 2005","0.5571","0.5504","0.5589","0.5503","1.03%"
"Aug 07, 2005","0.5514","0.5629","0.5642","0.5499","-1.99%"
"Jul 31, 2005","0.5626","0.5692","0.5714","0.5606","-1.16%"
"Jul 24, 2005","0.5692","0.5753","0.5773","0.5676","-0.94%"
"Jul 17, 2005","0.5746","0.5713","0.5790","0.5675","0.67%"
"Jul 10, 2005","0.5708","0.5757","0.5760","0.5621","-0.76%"
"Jul 03, 2005","0.5752","0.5663","0.5778","0.5663","1.64%"
"Jun 26, 2005","0.5659","0.5485","0.5661","0.5459","3.25%"
"Jun 19, 2005","0.5481","0.5476","0.5523","0.5453","0.37%"
"Jun 12, 2005","0.5461","0.5519","0.5557","0.5458","-0.60%"
"Jun 05, 2005","0.5494","0.5516","0.5526","0.5432","-0.29%"
"May 29, 2005","0.5510","0.5484","0.5533","0.5476","0.57%"
"May 22, 2005","0.5479","0.5479","0.5500","0.5445","0.11%"
"May 15, 2005","0.5473","0.5403","0.5484","0.5402","1.18%"
"May 08, 2005","0.5409","0.5289","0.5412","0.5285","2.68%"
"May 01, 2005","0.5268","0.5244","0.5295","0.5241","0.53%"
"Apr 24, 2005","0.5240","0.5219","0.5268","0.5215","0.38%"
"Apr 17, 2005","0.5220","0.5280","0.5295","0.5202","-1.19%"
"Apr 10, 2005","0.5283","0.5305","0.5332","0.5268","-0.38%"
"Apr 03, 2005","0.5303","0.5322","0.5357","0.5301","-0.24%"
"Mar 27, 2005","0.5316","0.5346","0.5378","0.5269","-0.60%"
"Mar 20, 2005","0.5348","0.5207","0.5359","0.5206","2.75%"
"Mar 13, 2005","0.5205","0.5190","0.5236","0.5182","0.21%"
"Mar 06, 2005","0.5194","0.5198","0.5232","0.5172","-0.10%"
"Feb 27, 2005","0.5199","0.5211","0.5251","0.5188","-0.25%"
"Feb 20, 2005","0.5212","0.5282","0.5289","0.5209","-1.25%"
"Feb 13, 2005","0.5278","0.5350","0.5359","0.5269","-1.44%"
"Feb 06, 2005","0.5355","0.5336","0.5403","0.5331","0.43%"
"Jan 30, 2005","0.5332","0.5297","0.5340","0.5284","0.68%"
"Jan 23, 2005","0.5296","0.5322","0.5370","0.5281","-0.53%"
"Jan 16, 2005","0.5324","0.5345","0.5399","0.5310","-0.41%"
"Jan 09, 2005","0.5346","0.5343","0.5365","0.5279","-0.04%"
"Jan 02, 2005","0.5348","0.5208","0.5363","0.5207","2.61%"
"Dec 26, 2004","0.5212","0.5200","0.5231","0.5149","0.27%"
"Dec 19, 2004","0.5198","0.5141","0.5235","0.5125","0.93%"
"Dec 12, 2004","0.5150","0.5239","0.5242","0.5113","-1.38%"
"Dec 05, 2004","0.5222","0.5148","0.5259","0.5124","1.50%"
"Nov 28, 2004","0.5145","0.5285","0.5304","0.5143","-2.54%"
"Nov 21, 2004","0.5279","0.5380","0.5401","0.5251","-1.95%"
"Nov 14, 2004","0.5384","0.5390","0.5424","0.5364","-0.04%"
"Nov 07, 2004","0.5386","0.5390","0.5443","0.5370","-0.07%"
"Oct 31, 2004","0.5390","0.5437","0.5466","0.5385","-0.92%"
"Oct 24, 2004","0.5440","0.5463","0.5497","0.5419","-0.51%"
"Oct 17, 2004","0.5468","0.5541","0.5580","0.5457","-1.35%"
"Oct 10, 2004","0.5543","0.5572","0.5605","0.5533","-0.54%"
"Oct 03, 2004","0.5573","0.5561","0.5635","0.5561","0.29%"
"Sep 26, 2004","0.5557","0.5537","0.5578","0.5505","0.29%"
"Sep 19, 2004","0.5541","0.5578","0.5614","0.5528","-0.66%"
"Sep 12, 2004","0.5578","0.5559","0.5637","0.5544","0.29%"
"Sep 05, 2004","0.5562","0.5632","0.5647","0.5545","-1.24%"
"Aug 29, 2004","0.5632","0.5585","0.5639","0.5534","0.88%"
"Aug 22, 2004","0.5583","0.5493","0.5592","0.5493","1.60%"
"Aug 15, 2004","0.5495","0.5424","0.5506","0.5414","1.57%"
"Aug 08, 2004","0.5410","0.5423","0.5495","0.5409","-0.46%"
"Aug 01, 2004","0.5435","0.5487","0.5510","0.5414","-1.07%"
"Jul 25, 2004","0.5494","0.5453","0.5529","0.5426","0.70%"
"Jul 18, 2004","0.5456","0.5335","0.5464","0.5328","2.15%"
"Jul 11, 2004","0.5341","0.5375","0.5413","0.5331","-0.67%"
"Jul 04, 2004","0.5377","0.5459","0.5474","0.5371","-1.54%"
"Jun 27, 2004","0.5461","0.5476","0.5552","0.5446","-0.24%"
"Jun 20, 2004","0.5474","0.5459","0.5524","0.5449","0.61%"
"Jun 13, 2004","0.5441","0.5503","0.5542","0.5432","-1.13%"
"Jun 06, 2004","0.5503","0.5431","0.5506","0.5410","1.21%"
"May 30, 2004","0.5437","0.5449","0.5472","0.5407","-0.37%"
"May 23, 2004","0.5457","0.5592","0.5611","0.5441","-2.40%"
"May 16, 2004","0.5591","0.5679","0.5690","0.5568","-1.69%"
"May 09, 2004","0.5687","0.5597","0.5722","0.5591","1.64%"
"May 02, 2004","0.5595","0.5620","0.5654","0.5544","-0.44%"
"Apr 25, 2004","0.5620","0.5641","0.5690","0.5562","-0.48%"
"Apr 18, 2004","0.5647","0.5564","0.5674","0.5510","1.47%"
"Apr 11, 2004","0.5565","0.5452","0.5629","0.5427","1.89%"
"Apr 04, 2004","0.5462","0.5467","0.5523","0.5413","0.04%"
"Mar 28, 2004","0.5460","0.5515","0.5536","0.5373","-0.85%"
"Mar 21, 2004","0.5507","0.5455","0.5559","0.5392","0.92%"
"Mar 14, 2004","0.5457","0.5563","0.5574","0.5433","-1.59%"
"Mar 07, 2004","0.5545","0.5408","0.5585","0.5379","2.38%"
"Feb 29, 2004","0.5416","0.5351","0.5508","0.5332","1.18%"
"Feb 22, 2004","0.5353","0.5377","0.5418","0.5276","-0.43%"
"Feb 15, 2004","0.5376","0.5304","0.5387","0.5223","1.38%"
"Feb 08, 2004","0.5303","0.5425","0.5428","0.5265","-2.03%"
"Feb 01, 2004","0.5413","0.5484","0.5514","0.5398","-1.26%"
"Jan 25, 2004","0.5482","0.5471","0.5549","0.5438","0.13%"
"Jan 18, 2004","0.5475","0.5565","0.5611","0.5409","-1.44%"
"Jan 11, 2004","0.5555","0.5414","0.5577","0.5382","2.72%"
"Jan 04, 2004","0.5408","0.5580","0.5581","0.5405","-3.01%"
"Dec 28, 2003","0.5576","0.5643","0.5649","0.5570","-1.22%"
"Dec 21, 2003","0.5645","0.5662","0.5684","0.5629","-0.27%"
"Dec 14, 2003","0.5660","0.5758","0.5761","0.5634","-1.14%"
"Dec 07, 2003","0.5725","0.5782","0.5791","0.5709","-1.04%"
"Nov 30, 2003","0.5785","0.5811","0.5825","0.5772","-0.34%"
"Nov 23, 2003","0.5805","0.5864","0.5908","0.5798","-1.14%"
"Nov 16, 2003","0.5872","0.5922","0.5933","0.5852","-0.91%"
"Nov 09, 2003","0.5926","0.5973","0.6011","0.5911","-0.77%"
"Nov 02, 2003","0.5972","0.5897","0.6036","0.5888","1.24%"
"Oct 26, 2003","0.5899","0.5900","0.5927","0.5851","0.02%"
"Oct 19, 2003","0.5898","0.5953","0.5993","0.5882","-0.99%"
"Oct 12, 2003","0.5957","0.6009","0.6048","0.5944","-0.83%"
"Oct 05, 2003","0.6007","0.6022","0.6038","0.5958","-0.05%"
"Sep 28, 2003","0.6010","0.6029","0.6079","0.5964","-0.30%"
"Sep 21, 2003","0.6028","0.6070","0.6093","0.6010","-1.37%"
"Sep 14, 2003","0.6112","0.6232","0.6308","0.6105","-2.04%"
"Sep 07, 2003","0.6239","0.6302","0.6337","0.6222","-0.91%"
"Aug 31, 2003","0.6296","0.6333","0.6406","0.6284","-0.68%"
"Aug 24, 2003","0.6339","0.6350","0.6402","0.6315","-0.17%"
"Aug 17, 2003","0.6350","0.6259","0.6369","0.6254","1.41%"
"Aug 10, 2003","0.6262","0.6236","0.6280","0.6194","0.45%"
"Aug 03, 2003","0.6234","0.6205","0.6247","0.6176","0.42%"
"Jul 27, 2003","0.6208","0.6170","0.6249","0.6126","0.55%"
"Jul 20, 2003","0.6174","0.6331","0.6338","0.6156","-1.75%"
"Jul 13, 2003","0.6284","0.6131","0.6319","0.6131","2.48%"
"Jul 06, 2003","0.6132","0.5999","0.6166","0.5992","2.25%"
"Jun 29, 2003","0.5997","0.6064","0.6077","0.5970","-1.09%"
"Jun 22, 2003","0.6063","0.6020","0.6078","0.5952","0.90%"
"Jun 15, 2003","0.6009","0.5971","0.6030","0.5914","0.54%"
"Jun 08, 2003","0.5977","0.6027","0.6090","0.5954","-0.65%"
"Jun 01, 2003","0.6016","0.6150","0.6159","0.5983","-1.55%"
"May 25, 2003","0.6111","0.6121","0.6132","0.6042","-0.05%"
"May 18, 2003","0.6114","0.6142","0.6152","0.6071","-0.86%"
"May 11, 2003","0.6167","0.6219","0.6234","0.6135","-1.01%"
"May 04, 2003","0.6230","0.6236","0.6288","0.6176","-0.10%"
"Apr 27, 2003","0.6236","0.6274","0.6305","0.6195","-0.76%"
"Apr 20, 2003","0.6284","0.6352","0.6415","0.6256","-1.30%"
"Apr 13, 2003","0.6367","0.6366","0.6382","0.6310","0.09%"
"Apr 06, 2003","0.6361","0.6428","0.6468","0.6351","-0.70%"
"Mar 30, 2003","0.6406","0.6350","0.6414","0.6313","0.79%"
"Mar 23, 2003","0.6356","0.6383","0.6406","0.6329","-0.67%"
"Mar 16, 2003","0.6399","0.6304","0.6436","0.6289","1.33%"
"Mar 09, 2003","0.6315","0.6241","0.6332","0.6187","1.22%"
"Mar 02, 2003","0.6239","0.6357","0.6364","0.6212","-1.83%"
"Feb 23, 2003","0.6355","0.6345","0.6369","0.6290","0.38%"
"Feb 16, 2003","0.6331","0.6208","0.6341","0.6202","2.20%"
"Feb 09, 2003","0.6195","0.6127","0.6211","0.6113","1.08%"
"Feb 02, 2003","0.6129","0.6066","0.6159","0.6046","0.99%"
"Jan 26, 2003","0.6069","0.6123","0.6142","0.6034","-0.91%"
"Jan 19, 2003","0.6125","0.6202","0.6243","0.6111","-1.21%"
"Jan 12, 2003","0.6200","0.6213","0.6267","0.6171","-0.32%"
"Jan 05, 2003","0.6220","0.6215","0.6264","0.6185","0.10%"
"Dec 29, 2002","0.6214","0.6236","0.6288","0.6197","-0.34%"
"Dec 22, 2002","0.6235","0.6238","0.6302","0.6223","-0.10%"
"Dec 15, 2002","0.6241","0.6294","0.6303","0.6225","-0.79%"
"Dec 08, 2002","0.6291","0.6337","0.6377","0.6284","-0.82%"
"Dec 01, 2002","0.6343","0.6423","0.6472","0.6328","-1.23%"
"Nov 24, 2002","0.6422","0.6335","0.6488","0.6332","1.47%"
"Nov 17, 2002","0.6329","0.6330","0.6368","0.6282","0.00%"
"Nov 10, 2002","0.6329","0.6287","0.6356","0.6260","0.73%"
"Nov 03, 2002","0.6283","0.6389","0.6443","0.6274","-1.71%"
"Oct 27, 2002","0.6392","0.6445","0.6473","0.6376","-0.88%"
"Oct 20, 2002","0.6449","0.6470","0.6490","0.6421","-0.31%"
"Oct 13, 2002","0.6469","0.6400","0.6482","0.6378","1.03%"
"Oct 06, 2002","0.6403","0.6391","0.6448","0.6371","0.25%"
"Sep 29, 2002","0.6387","0.6404","0.6411","0.6342","-0.31%"
"Sep 22, 2002","0.6407","0.6430","0.6459","0.6380","-0.39%"
"Sep 15, 2002","0.6432","0.6449","0.6543","0.6409","-0.25%"
"Sep 08, 2002","0.6448","0.6415","0.6463","0.6387","0.59%"
"Sep 01, 2002","0.6410","0.6452","0.6468","0.6355","-0.65%"
"Aug 25, 2002","0.6452","0.6573","0.6589","0.6430","-1.90%"
"Aug 18, 2002","0.6577","0.6496","0.6598","0.6472","1.22%"
"Aug 11, 2002","0.6498","0.6563","0.6567","0.6462","-0.95%"
"Aug 04, 2002","0.6560","0.6371","0.6577","0.6362","2.98%"
"Jul 28, 2002","0.6370","0.6387","0.6464","0.6349","-0.25%"
"Jul 21, 2002","0.6386","0.6336","0.6430","0.6302","0.71%"
"Jul 14, 2002","0.6341","0.6445","0.6446","0.6305","-1.49%"
"Jul 07, 2002","0.6437","0.6566","0.6568","0.6416","-2.01%"
"Jun 30, 2002","0.6569","0.6525","0.6601","0.6506","0.74%"
"Jun 23, 2002","0.6521","0.6683","0.6689","0.6498","-2.37%"
"Jun 16, 2002","0.6679","0.6769","0.6780","0.6655","-1.34%"
"Jun 09, 2002","0.6770","0.6849","0.6872","0.6754","-1.18%"
"Jun 02, 2002","0.6851","0.6861","0.6882","0.6815","-0.38%"
"May 26, 2002","0.6877","0.6862","0.6878","0.6806","0.26%"
"May 19, 2002","0.6859","0.6851","0.6894","0.6831","-0.03%"
"May 12, 2002","0.6861","0.6831","0.6913","0.6823","0.44%"
"May 05, 2002","0.6831","0.6805","0.6880","0.6802","0.35%"
"Apr 28, 2002","0.6807","0.6861","0.6875","0.6798","-0.71%"
"Apr 21, 2002","0.6856","0.6910","0.6918","0.6855","-0.75%"
"Apr 14, 2002","0.6908","0.6957","0.6974","0.6893","-0.70%"
"Apr 07, 2002","0.6957","0.6987","0.6999","0.6938","-0.32%"
"Mar 31, 2002","0.6979","0.7012","0.7018","0.6928","-0.50%"
"Mar 24, 2002","0.7014","0.7017","0.7039","0.6981","-0.03%"
"Mar 17, 2002","0.7016","0.7021","0.7046","0.6978","-0.06%"
"Mar 10, 2002","0.7020","0.7031","0.7098","0.7005","-0.23%"
"Mar 03, 2002","0.7036","0.7048","0.7065","0.6984","-0.23%"
"Feb 24, 2002","0.7052","0.6983","0.7088","0.6977","1.03%"
"Feb 17, 2002","0.6980","0.6984","0.7029","0.6969","-0.09%"
"Feb 10, 2002","0.6986","0.7076","0.7077","0.6960","-1.13%"
"Feb 03, 2002","0.7066","0.7068","0.7108","0.7016","0.17%"
"Jan 27, 2002","0.7054","0.7096","0.7121","0.7047","-0.58%"
"Jan 20, 2002","0.7095","0.6958","0.7110","0.6931","1.98%"
"Jan 13, 2002","0.6957","0.6898","0.6994","0.6876","0.81%"
"Jan 06, 2002","0.6901","0.6906","0.6975","0.6898","-0.22%"